payment_type,count,mean,median
boleto,19754,33.12478595052479,29.068333333333335
credit_card,76739,4.598315017280798,0.2713888888888889
debit_card,1529,9.541733340600247,0.8525
voucher,5689,8.635204097576219,0.2833333333333333
